program,title,link,upvotes,bounty
Phabricator,Content injection,hackerone.com/reports/36112,0,0.0
Twitter,BROKEN AUTHENTICATION IN MOBILE VERIFICATION,hackerone.com/reports/33432,0,0.0
Mail.ru,OpenSSL HeartBleed (CVE-2014-0160),hackerone.com/reports/32570,3,200.0
Mail.ru,Reflected XSS connect.mail.ru (IE6-IE8),hackerone.com/reports/12929,2,0.0
Mail.ru,Content Spoofing vulnerability in Mail.ru mobile,hackerone.com/reports/10927,1,0.0
Mail.ru,XXE and SSRF on webmaster.mail.ru,hackerone.com/reports/12583,1,700.0
Mail.ru,Stored XSS on http://cards.mail.ru,hackerone.com/reports/11927,1,150.0
Mail.ru,XSS in https://e.mail.ru/cgi-bin/lstatic (Limited use),hackerone.com/reports/11410,3,400.0
Mail.ru,localStorage не чистится после выхода,hackerone.com/reports/8846,0,150.0
Mail.ru,XSS via .eml file,hackerone.com/reports/26935,0,1337.0
Mail.ru,Нежелательная информация,hackerone.com/reports/34799,0,0.0
Mail.ru,Time based sql injection,hackerone.com/reports/9921,0,200.0
Mail.ru,touch.mail.ru XSS via message id,hackerone.com/reports/28832,0,500.0
Slack,Data exports stored on S3 can be scraped easily,hackerone.com/reports/2746,5,0.0
HackerOne,Breaking Bugs as team member,hackerone.com/reports/38232,1,500.0
Eobot,IDOR,hackerone.com/reports/34728,1,0.0
Greenhouse.io,SMTP protection not used (please read carefully ),hackerone.com/reports/25191,1,0.0
Python (IBB),Misc Python bugs (Memory Corruption &amp; Use After Free),hackerone.com/reports/38170,1,6500.0
Twitter,DOM Cross-Site Scripting ( XSS ),hackerone.com/reports/33091,1,1400.0
Eobot,Multiple information disclosure,hackerone.com/reports/37862,0,0.0
Twitter,Flaw in valid password policy.,hackerone.com/reports/33331,0,0.0
Eobot,XSS in www.eobot.com(IE9 only),hackerone.com/reports/37622,2,10.0
Twitter,Broken authentication and invalidated email address leads to account takeover,hackerone.com/reports/22203,4,0.0
Twitter,Creating Unauthorized Audience Lists,hackerone.com/reports/31188,1,0.0
IRCCloud,Weak password policy,hackerone.com/reports/28703,0,0.0
Coinbase,Coinbase Android Application - Bitcoin Wallet Leaks OAuth Response Code,hackerone.com/reports/5314,8,1000.0
Factlink,File name/folder enumeration.,hackerone.com/reports/35823,1,0.0
The Internet,rsync hash collisions may allow an attacker to corrupt or modify files,hackerone.com/reports/20873,0,3000.0
HackerOne,File Name Enumeration,hackerone.com/reports/33935,4,500.0
Twitter,XSS platform.twitter.com | video-js metadata,hackerone.com/reports/29360,0,1120.0
HackerOne,No email verification on username change,hackerone.com/reports/29331,5,500.0
Twitter,XSS platform.twitter.com,hackerone.com/reports/29328,1,1120.0
Mavenlink,Email field filtering problem.,hackerone.com/reports/28632,1,0.0
Twitter,ads.twitter.com xss,hackerone.com/reports/27511,0,1400.0
Twitter,Full path disclosure at ads.twitter.com,hackerone.com/reports/26825,0,140.0
ExpressionEngine,Stored Cross-Site Scripting Vulnerability in /admin.php?/cp/admin_system/general_configuration,hackerone.com/reports/26482,0,0.0
Secret,Broken Authentication and Session Management,hackerone.com/reports/23579,1,0.0
Twitter,Token remains alive ever after logging out!,hackerone.com/reports/14177,0,0.0
IRCCloud,Missing Character Restriction,hackerone.com/reports/13634,0,0.0
IRCCloud,Password type input with auto-complete enabled,hackerone.com/reports/13628,1,0.0
Apache httpd (IBB),mod_proxy_fcgi buffer overflow,hackerone.com/reports/36264,1,500.0
Mail.ru,SQL injection [дырка в движке форума],hackerone.com/reports/9919,0,200.0
Twitter,Headers Missing,hackerone.com/reports/36053,1,0.0
Twitter,Missing Rate Limiting on https://twitter.com/account/complete,hackerone.com/reports/27166,0,140.0
The Internet,TLS Virtual Host Confusion,hackerone.com/reports/501,15,7500.0
PHP (IBB),Locale::parseLocale Double Free,hackerone.com/reports/35102,0,2500.0
Twitter,URGENT - Subdomain Takeover on media.vine.co due to unclaimed domain pointing to AWS,hackerone.com/reports/32825,23,1680.0
Uzbey,XSS in 3rd party plugin (not affecting Uzbey's users),hackerone.com/reports/23010,0,0.0
Uzbey,SQL Injection,hackerone.com/reports/23014,0,0.0
Uzbey,test,hackerone.com/reports/33358,3,0.0
Uzbey,Test,hackerone.com/reports/33154,0,0.0
Uzbey,Test,hackerone.com/reports/33153,1,0.0
WP API,MD5 used for Key-Auth signatures,hackerone.com/reports/32944,1,0.0
WP API,Cryptographic Side Channel in OAuth Library,hackerone.com/reports/31168,1,50.0
HackerOne,Window Opener Property Bug,hackerone.com/reports/27987,2,500.0
ReddAPI,Browser cross-site scripting filter misconfiguration,hackerone.com/reports/12454,0,0.0
ReddAPI,Strict Transport Security Misconfiguration,hackerone.com/reports/12453,0,0.0
ReddAPI,Content Sniffing not disabled,hackerone.com/reports/12457,0,0.0
concrete5,Weak random number generator used in concrete/authentication/concrete/controller.php,hackerone.com/reports/31171,1,0.0
joola.io,Weak Random Number Generator for Auth Tokens,hackerone.com/reports/31166,1,0.0
joola.io,Timing Attack Side-Channel on API Token Verification,hackerone.com/reports/31167,2,0.0
WePay,Session Fixation,hackerone.com/reports/18501,3,500.0
HackerOne,Redirect FILTER bypass in report/comment,hackerone.com/reports/28865,2,500.0
Twitter,Cross site scripting on ads.twitter.com,hackerone.com/reports/28150,2,1400.0
Mail.ru,Раскрытие полного серверного пути,hackerone.com/reports/15802,1,0.0
Coinbase,Leaking CSRF token over HTTP resulting in CSRF protection bypass,hackerone.com/reports/15412,2,1000.0
HackerOne,Ability to see common response titles of other teams (limited),hackerone.com/reports/31383,4,1000.0
GlassWire,Clickjacking: X-Frame-Options header missing,hackerone.com/reports/27594,0,0.0
WePay,Session fixation in wepay.com,hackerone.com/reports/14552,2,100.0
Greenhouse.io,openssh-server Forced Command Handling Information Disclosure Vulnerability on blog.greenhouse.io,hackerone.com/reports/24984,0,0.0
HackerOne,homograph attack. IDNs displayed in unicode in bug reports and on external link warning page,hackerone.com/reports/29491,8,500.0
IRCCloud,Bruteforce protection not enabled on the login page https://www.irccloud.com/,hackerone.com/reports/21603,3,0.0
Flash (IBB),Adobe Flash Player FileReference Use-after-Free Vulnerability,hackerone.com/reports/12497,2,7500.0
Flash (IBB),Flash Local Sandbox Bypass,hackerone.com/reports/27651,1,1000.0
Twitter,Twitter Flight SSL 2.0 deprecated protocol vulnerability.,hackerone.com/reports/29206,0,0.0
Slack,HTTP Strict Transport Policy not enabled on newly made accounts,hackerone.com/reports/26763,2,0.0
HackerOne,Enumeration of users,hackerone.com/reports/761,17,0.0
The Internet,GNU Bourne-Again Shell (Bash) 'Shellshock' Vulnerability,hackerone.com/reports/29839,10,20000.0
Phabricator,Password Policy issue,hackerone.com/reports/26758,2,0.0
Twitter,HTML form without CSRF protection at http://try.crashlytics.com/enterprise/,hackerone.com/reports/25128,0,0.0
Mail.ru,Flash XSS in http://lingvo.mail.ru,hackerone.com/reports/15250,1,0.0
IRCCloud,Unvalidated Channel names causes IRC Command Injection,hackerone.com/reports/29480,0,300.0
IRCCloud,Persistent Cross Site Scripting within the IRCCloud Pastebin,hackerone.com/reports/7121,1,500.0
Twitter,Delete Credit Cards from any Twitter Account in ads.twitter.com [New Vulnerability],hackerone.com/reports/27404,3,2800.0
ExpressionEngine,Cross Site Scripting (Stored),hackerone.com/reports/20221,0,0.0
Uzbey,Mass invitation send,hackerone.com/reports/17638,0,0.0
Cloudflare Vulnerability Disclosure,User's data leak,hackerone.com/reports/10841,1,0.0
Mail.ru,Раскрытие путей сервера за счёт неопределённого индекса в сценарии /home/berserk-online.com/public_html/forum/Themes/berserker/Profile.template.php,hackerone.com/reports/12794,0,0.0
Twitter,Stored xss,hackerone.com/reports/27846,1,1400.0
HackerOne,Password Reset Bug,hackerone.com/reports/8082,1,100.0
HackerOne,Change Any username and profile link in hackerone,hackerone.com/reports/25281,2,100.0
Coinbase,Bypassing 2FA for BTC transfers,hackerone.com/reports/10554,9,1000.0
C2FO,All Active user sessions should be destroyed when user change his password!,hackerone.com/reports/10377,0,0.0
Twitter,Captcha bypass with extension at http://www.mopub.com/about/contact/,hackerone.com/reports/15047,0,0.0
concrete5,broken authentication,hackerone.com/reports/23921,0,0.0
Phabricator,Content Spoofing through URL,hackerone.com/reports/28792,2,0.0
Cloudflare Vulnerability Disclosure,"User can request for password reset link without giving his website, eventhough he have it",hackerone.com/reports/25270,2,0.0
WePay,CSRF (Make email primary) may lead to account compromise,hackerone.com/reports/25405,0,0.0
Cloudflare Vulnerability Disclosure,Apache mod_negotiation filename bruteforcing,hackerone.com/reports/25382,1,0.0
Mail.ru,(m.mail.ru),hackerone.com/reports/13200,0,0.0
Mavenlink,Clickjacking &amp; CSRF attack can be done at https://app.mavenlink.com/login,hackerone.com/reports/14494,1,0.0
Mavenlink,Clickjacking at https://www.mavenlink.com/ main website,hackerone.com/reports/14631,0,50.0
Ruby on Rails,Active Record SQL Injection Vulnerability Affecting PostgreSQL,hackerone.com/reports/28450,1,1500.0
Ruby on Rails,Active Record SQL Injection Vulnerability Affecting PostgreSQL,hackerone.com/reports/28449,1,1500.0
PHP (IBB),SPL ArrayObject/SPLObjectStorage Unserialization Type Confusion Vulnerabilities,hackerone.com/reports/28445,0,2500.0
Phabricator,Open redirection on secure.phabricator.com,hackerone.com/reports/25160,1,400.0
The Internet,Multiple issues in looking-glass software (aka from web to BGP injections),hackerone.com/reports/16330,0,5000.0
RelateIQ,Resubmitted with POC #18685 Password reset CSRF,hackerone.com/reports/18698,1,190.0
Mail.ru,SQL Injection on 11x11.mail.ru,hackerone.com/reports/15762,0,150.0
Mail.ru,Reflected,hackerone.com/reports/12804,0,0.0
Khan Academy,Suffix of url-path is vulnerable to XSS-attack,hackerone.com/reports/13285,0,0.0
Automattic,User Enumeration and Guessable User Account Attack on WORDPRESS,hackerone.com/reports/16439,0,0.0
HackerOne,Redirect while opening links in new tabs,hackerone.com/reports/23386,3,500.0
Mail.ru,SQL inj,hackerone.com/reports/10468,0,150.0
Phabricator,Content spoofing,hackerone.com/reports/27564,0,0.0
Phabricator,Forgot Password Issue,hackerone.com/reports/23363,0,300.0
Mail.ru,Reflected XSS,hackerone.com/reports/8472,0,0.0
Cloudflare Vulnerability Disclosure,System Status Update CSRF,hackerone.com/reports/8943,0,0.0
Mail.ru,Version Disclosure (NginX),hackerone.com/reports/23447,0,0.0
Twitter,CSRF,hackerone.com/reports/13856,0,0.0
IRCCloud,CSRF to Account Take Over Bug,hackerone.com/reports/7116,2,0.0
StopTheHacker,Reflected cross site scripting in login page,hackerone.com/reports/9735,0,0.0
Cloudflare Vulnerability Disclosure,csrf on password change functionality,hackerone.com/reports/8849,1,0.0
Automattic,XSS on gravatar,hackerone.com/reports/13794,0,0.0
Phabricator,Password Reset Links Not Expiring,hackerone.com/reports/22858,0,0.0
WePay,Sensitive settings need Re authentication,hackerone.com/reports/14698,0,0.0
Slack,Password Policy issue (Weak Protect),hackerone.com/reports/17160,0,100.0
Slack,Content Spoofing all Integrations in https://team.slack.com/services/new/,hackerone.com/reports/22093,0,200.0
HackerOne,Notification of previous signed out user leakage.,hackerone.com/reports/26395,1,0.0
Twitter,Password reset link not validated.,hackerone.com/reports/22012,2,0.0
Slack,URL redirection flaw,hackerone.com/reports/2622,0,200.0
Slack,Stored XSS on this link https://sehacure.slack.com/help/requests/,hackerone.com/reports/2639,3,0.0
Slack,Broken Authentication (including Slack OAuth bugs),hackerone.com/reports/2559,1,100.0
Uzbey,Missing HSTS (Strict Transport Security),hackerone.com/reports/17239,0,0.0
Uzbey,Price Manipulation,hackerone.com/reports/17502,0,0.0
concrete5,XSS on [/concrete/concrete/elements/dashboard/sitemap.php],hackerone.com/reports/6853,4,0.0
concrete5,XSS in Theme Preview Tools File,hackerone.com/reports/4777,0,0.0
Automattic,Missing HSTS header in https://public-api.wordpress.com,hackerone.com/reports/20071,0,0.0
jsDelivr,Using nmap revealing sensitive information,hackerone.com/reports/18382,1,0.0
HackerOne,Email changing,hackerone.com/reports/18846,3,0.0
Verizon Media,Default /docs folder of PHPBB3 installation on gamesnet.yahoo.com,hackerone.com/reports/17506,1,50.0
Coinbase,Simultaneous Session Logon : Improper Session Management,hackerone.com/reports/11722,0,0.0
Slack,Open Redirect login account,hackerone.com/reports/16718,0,100.0
Slack,Content spoofing at Stripe Integrations,hackerone.com/reports/21248,0,100.0
RelateIQ,Failed Certificate Validation On Custom Server (Register),hackerone.com/reports/16568,2,200.0
Coinbase,2FA settings allowed to be changed with no delay/freeze on funds,hackerone.com/reports/16696,0,0.0
HackerOne,Account Hijacking (Only rare case scenario),hackerone.com/reports/21083,1,0.0
WePay,Typical form vulnerable to csrf attack,hackerone.com/reports/14751,0,0.0
Uzbey,"Missing ""size check"" on files to upload could make memory leaks.",hackerone.com/reports/19532,0,0.0
WePay,oauth redirect uri validation bug leads to open redirect and account compromise,hackerone.com/reports/20661,0,0.0
Mavenlink,Clickjacking,hackerone.com/reports/21110,0,50.0
Slack,Deleting Teams implemenation,hackerone.com/reports/2975,0,0.0
Verizon Media,readble .htaccess + Source Code Disclosure,hackerone.com/reports/7813,7,250.0
Verizon Media,Multiple vulnerabilities,hackerone.com/reports/14248,0,0.0
Verizon Media,"Open Proxy, http://www.smushit.com/ysmush.it/, 4/09/14, #SpringClean",hackerone.com/reports/6704,0,2000.0
Verizon Media,XSS on Every sports.yahoo.com page,hackerone.com/reports/2168,0,1500.0
Verizon Media,Open Redirect via Request-URI,hackerone.com/reports/15298,1,0.0
Verizon Media,CSRF Token is missing on DELETE message option on,hackerone.com/reports/6702,0,200.0
Verizon Media,Comment Spoofing,hackerone.com/reports/6665,1,500.0
Verizon Media,CSRF Token missing on,hackerone.com/reports/6700,0,400.0
Verizon Media,Yahoo Sports Fantasy Golf (Join Public Group),hackerone.com/reports/16414,0,200.0
Verizon Media,caesary.yahoo.net Blind Sql Injection,hackerone.com/reports/21899,0,0.0
Verizon Media,Testing for user enumeration (OWASP‐AT‐002) - https://gh.bouncer.login.yahoo.com,hackerone.com/reports/12708,0,100.0
Verizon Media,XSS in https://hk.user.auctions.yahoo.com,hackerone.com/reports/7266,1,500.0
Verizon Media,TESTING FOR REFLECTED CROSS SITE SCRIPTING (OWASP‐DV‐001),hackerone.com/reports/12011,0,0.0
Verizon Media,Infrastructure and Application Admin Interfaces (OWASP‐CM‐007),hackerone.com/reports/11414,0,250.0
jsDelivr,Directory Traversal at http://staging.jsdelivr.net/,hackerone.com/reports/18371,1,0.0
WePay,CSRF on email address operations. Also performing unintended operations.,hackerone.com/reports/18507,1,150.0
concrete5,Cross-Site Scripting in getMarketplacePurchaseFrame,hackerone.com/reports/6843,0,0.0
DigitalSellz,Verbose SQL error messages,hackerone.com/reports/20279,1,0.0
